,,Control,15c,15c,Control,15an,15a,15an,15a
ENSG00000108423,,71,63,4,58,143,97,78,72
ENSG00000270264,,20,0,0,4,10,0,0,0
ENSG00000108443,,93,441,87,212,707,408,297,242
ENSG00000189050,,11,39,26,0,77,42,51,29
ENSG00000267302,,0,0,0,9,4,0,0,0
ENSG00000263422,,0,0,0,0,2,0,1,0
ENSG00000266701,,0,14,16,7,2,0,19,2
ENSG00000265638,,0,0,0,0,0,0,0,0
ENSG00000263820,,0,1,0,0,0,0,0,3
ENSG00000264049,,0,4,0,3,0,2,16,0
ENSG00000068097,,60,247,38,86,295,152,77,113
ENSG00000267526,,0,0,0,0,0,0,0,2
ENSG00000267416,,0,8,0,0,0,30,8,0
ENSG00000261040,,0,0,0,0,0,0,2,0
ENSG00000267295,,0,4,0,0,0,0,0,0
ENSG00000267248,,0,0,0,0,0,0,0,0
ENSG00000167434,,16,14,0,24,0,0,0,0
ENSG00000170832,,471,556,240,422,998,682,479,354
ENSG00000252577,,383,461,56,229,739,423,298,250
ENSG00000241157,,0,0,0,0,8,0,0,0
ENSG00000275562,,0,22,0,0,0,0,4,0
ENSG00000271626,,0,0,0,0,22,14,14,0
ENSG00000141371,,0,0,0,0,0,0,0,0
ENSG00000213228,,4,17,40,6,39,16,2,2
ENSG00000062725,,220,561,86,254,599,544,111,292
ENSG00000270553,,0,0,0,0,0,0,0,0
ENSG00000259349,,0,0,2,8,37,6,0,0
ENSG00000170836,,12,80,4,57,170,56,150,74
ENSG00000200013,,0,0,0,0,0,24,0,0
ENSG00000141376,,57,144,45,134,173,173,113,176
ENSG00000239932,,0,1,0,0,0,0,0,0
ENSG00000267083,,0,0,0,0,0,15,0,1
ENSG00000254114,,6,0,0,0,0,0,0,0
ENSG00000264322,,0,6,0,0,0,0,0,0
ENSG00000267667,,6,0,0,2,4,6,14,0
ENSG00000267131,,0,0,0,0,0,0,0,0
ENSG00000266934,,0,0,0,0,25,0,2,0
ENSG00000267280,,71,120,44,37,195,93,80,102
ENSG00000121068,,296,618,219,314,852,770,334,278
ENSG00000187013,,52,57,6,71,84,102,79,46
ENSG00000121075,,8,18,0,0,2,30,0,14
ENSG00000136492,,180,180,38,99,299,252,100,161
ENSG00000108506,,142,156,92,104,340,120,162,102
ENSG00000202361,,0,0,0,0,0,0,8,0
ENSG00000108510,,623,1538,286,738,1788,1115,903,645
ENSG00000279133,,102,90,62,75,134,156,78,77
ENSG00000200842,,11,19,0,0,0,0,0,0
ENSG00000207123,,0,0,0,0,1,0,0,0
ENSG00000266066,,54,116,22,141,66,96,52,67
ENSG00000266365,,4,22,0,1,0,1,7,0
ENSG00000188755,,0,0,0,0,0,0,1,0
ENSG00000263887,,0,0,0,0,3,1,0,0
ENSG00000087995,,127,231,82,87,404,248,188,132
ENSG00000146872,,126,586,151,298,570,443,305,324
ENSG00000239246,,4,4,0,26,3,6,0,2
ENSG00000264546,,30,30,0,39,8,0,0,0
ENSG00000277463,,0,0,0,0,16,0,0,0
ENSG00000274565,,0,0,0,0,0,0,0,0
ENSG00000011028,,4,6,0,0,4,0,12,36
ENSG00000207382,,0,0,0,0,0,0,0,0
ENSG00000279713,,0,0,0,0,0,0,0,0
ENSG00000263931,,0,0,0,0,0,0,0,0
ENSG00000266411,,0,0,0,0,0,0,0,0
ENSG00000272164,,0,0,0,0,0,0,0,0
ENSG00000170921,,0,16,2,0,4,0,0,16
ENSG00000272383,,0,0,0,0,0,0,0,0
ENSG00000264513,,0,0,0,0,0,0,0,0
ENSG00000264529,,0,0,0,0,0,0,0,0
ENSG00000271919,,0,0,0,0,0,0,0,0
ENSG00000226797,,0,0,0,0,0,0,0,0
ENSG00000263644,,0,0,0,0,0,0,2,0
ENSG00000265282,,0,6,0,0,0,6,0,0
ENSG00000008283,,317,854,125,381,836,411,414,364
ENSG00000159640,,0,4,0,0,14,1,10,40
ENSG00000173826,,2,2,0,0,0,0,0,0
ENSG00000136485,,885,1810,495,882,2866,1706,946,1191
ENSG00000200560,,0,0,0,0,6,0,0,0
ENSG00000136463,,164,336,85,142,521,347,202,165
ENSG00000270587,,2,0,0,0,6,0,0,8
ENSG00000198909,,447,816,157,554,1054,683,336,503
ENSG00000263883,,0,4,0,0,0,4,6,6
ENSG00000136490,,8,6,0,34,19,44,4,20
ENSG00000279369,,0,0,0,2,6,8,36,0
ENSG00000266173,,29,103,14,40,31,30,68,44
ENSG00000108588,,483,809,219,480,1486,705,564,400
ENSG00000198231,,286,661,277,350,1138,701,520,499
ENSG00000108592,,267,528,168,521,926,634,455,374
ENSG00000087191,,338,587,182,406,1197,716,429,267
ENSG00000108604,,388,1094,362,1020,2200,1402,832,702
ENSG00000224383,,0,4,0,0,32,0,2,1
ENSG00000108622,,0,24,0,8,64,0,8,22
ENSG00000178607,,202,895,167,257,832,502,537,362
ENSG00000266402,,10,11,11,21,86,42,9,2
ENSG00000199753,,71,270,63,171,359,268,263,108
ENSG00000136478,,188,530,193,229,764,388,321,250
ENSG00000261371,,297,795,184,378,1206,546,470,482
ENSG00000239823,,27,6,0,11,26,17,16,12
ENSG00000265031,,2,40,0,34,13,12,5,6
ENSG00000271605,,74,267,64,206,312,119,106,147
ENSG00000266804,,0,0,0,7,0,0,0,0
ENSG00000256525,,141,417,91,261,543,235,222,207
ENSG00000256826,,0,0,0,0,6,0,0,0
ENSG00000108654,,966,1684,652,1298,3558,1755,1329,1224
ENSG00000258890,,84,258,50,178,344,132,227,85
ENSG00000108854,,119,303,60,116,402,130,205,118
ENSG00000271779,,0,0,0,0,0,2,0,0
ENSG00000274483,,48,63,31,73,124,83,29,58
ENSG00000270714,,0,0,0,0,0,0,0,0
ENSG00000215769,,23,25,1,3,47,33,29,17
ENSG00000265298,,19,60,0,27,54,36,32,15
ENSG00000265982,,34,71,10,40,109,64,0,10
ENSG00000214176,,434,1342,310,841,1725,878,820,703
ENSG00000252242,,0,0,0,0,10,0,15,0
ENSG00000272400,,0,0,0,0,0,0,0,0
ENSG00000176809,,33,76,16,38,144,120,61,46
ENSG00000265218,,0,0,0,0,1,0,0,0
ENSG00000264057,,0,25,0,0,1,22,12,0
ENSG00000266155,,0,0,1,0,2,0,0,0
ENSG00000265912,,2,6,0,2,22,10,22,2
ENSG00000272006,,0,0,0,0,0,0,0,4
ENSG00000232457,,0,0,0,0,17,0,13,14
ENSG00000214174,,6,32,22,34,42,43,26,14
ENSG00000120063,,716,2592,661,1035,4049,1896,1665,1288
ENSG00000266598,,2,34,6,30,42,35,51,44
ENSG00000263470,,92,262,194,88,543,301,178,121
ENSG00000108370,,10,111,28,40,68,63,50,30
ENSG00000168646,,163,252,52,230,934,586,147,213
ENSG00000154240,,69,128,50,71,173,10,95,84
ENSG00000266707,,0,0,0,0,0,0,0,0
ENSG00000091583,,31,25,30,65,105,121,83,64
ENSG00000252653,,0,2,3,0,58,2,0,0
ENSG00000154229,,2229,5733,1733,2616,11053,5291,4370,2954
ENSG00000244044,,17,32,10,23,78,30,71,62
ENSG00000264630,,14,88,0,84,89,36,18,24
ENSG00000252685,,0,4,0,0,6,0,0,0
ENSG00000251698,,0,0,0,10,0,0,11,2
ENSG00000229330,,14,74,2,52,41,28,24,0
ENSG00000108878,,0,0,0,0,0,0,0,0
ENSG00000198265,,219,663,234,367,924,471,436,407
ENSG00000213180,,18,0,0,0,0,0,0,0
ENSG00000266473,,0,4,0,2,8,2,7,0
ENSG00000197170,,454,736,352,404,918,690,508,581
ENSG00000154217,,381,458,105,440,797,688,351,400
ENSG00000201547,,0,0,0,2,0,4,28,12
ENSG00000244610,,10,47,12,32,64,26,15,10
ENSG00000207688,,0,12,0,0,0,0,0,0
ENSG00000279917,,20,15,10,15,20,10,24,2
ENSG00000279361,,20,28,2,2,0,0,10,2
ENSG00000130935,,114,240,116,215,504,290,152,89
ENSG00000277123,,0,4,0,11,0,9,0,0
ENSG00000200394,,195,288,96,148,576,571,219,165
ENSG00000171634,,583,718,237,547,1431,1000,709,585
ENSG00000266717,,0,10,0,8,46,4,2,0
ENSG00000279573,,0,24,1,10,38,19,23,0
ENSG00000279880,,16,14,0,0,4,22,0,0
ENSG00000265052,,0,0,0,0,5,15,0,0
ENSG00000186665,,83,242,34,110,200,44,86,74
ENSG00000266176,,0,4,0,0,33,0,16,2
ENSG00000182481,,713,585,155,695,1088,697,266,470
ENSG00000266117,,0,0,0,0,0,0,0,0
ENSG00000265055,,0,12,0,0,0,0,0,0
ENSG00000278219,,0,0,0,16,1,0,0,0
ENSG00000237854,,32,77,24,63,163,35,72,69
ENSG00000267023,,44,133,4,2,28,54,92,45
ENSG00000278730,,62,34,25,27,72,30,56,11
ENSG00000274561,,18,19,12,0,14,19,4,0
ENSG00000277476,,76,54,2,72,182,78,125,80
ENSG00000267708,,8,0,0,0,0,0,0,0
ENSG00000278740,,0,0,0,0,0,0,10,0
ENSG00000267731,,0,0,0,0,0,0,0,4
ENSG00000267472,,6,6,0,0,24,0,0,0
ENSG00000274712,,0,47,6,45,21,2,54,20
ENSG00000265100,,10,47,0,0,14,13,2,2
ENSG00000196704,,152,336,133,259,677,429,238,164
ENSG00000141337,,60,365,53,59,291,61,238,102
ENSG00000108932,,10,127,0,6,175,52,110,38
ENSG00000267009,,0,48,2,10,9,3,0,0
ENSG00000070540,,103,468,64,143,661,230,386,197
ENSG00000207561,,0,4,0,0,6,15,0,0
ENSG00000108946,,459,890,368,575,2005,986,916,641
ENSG00000108950,,33,17,18,16,70,34,10,98
ENSG00000141338,,8,0,0,0,4,0,0,2
ENSG00000154258,,0,2,0,0,0,0,0,0
ENSG00000154262,,12,0,8,2,0,0,0,0
ENSG00000154263,,0,17,4,14,67,0,18,0
ENSG00000278873,,0,4,0,0,15,0,0,0
ENSG00000154265,,29,405,70,128,267,147,112,138
ENSG00000267203,,0,0,0,0,0,36,0,0
ENSG00000108984,,151,18,20,142,78,48,21,12
ENSG00000278972,,0,0,0,2,0,0,0,0
ENSG00000267194,,0,0,0,30,14,2,8,0
ENSG00000256124,,0,0,0,0,0,0,0,0
ENSG00000234899,,0,0,0,0,0,0,0,0
ENSG00000226101,,0,0,0,0,0,0,0,0
ENSG00000125398,,147,6,18,152,0,24,6,39
ENSG00000227036,,455,1161,345,702,3019,1525,823,548
ENSG00000264026,,10,0,0,0,0,4,2,0
ENSG00000263680,,0,52,0,0,59,28,0,10
ENSG00000243514,,0,0,0,0,0,10,10,0
ENSG00000263893,,0,2,0,0,14,0,0,0
ENSG00000133195,,190,872,259,362,970,491,482,400
ENSG00000200783,,0,0,5,2,0,2,1,1
ENSG00000222545,,0,0,0,0,0,0,16,0
ENSG00000252274,,0,0,0,16,0,0,0,0
ENSG00000266501,,0,0,4,0,0,12,0,0
ENSG00000265469,,0,0,0,10,0,0,0,0
ENSG00000180616,,0,0,0,22,0,0,5,0
ENSG00000166685,,66,413,121,280,589,311,329,316
ENSG00000133193,,149,306,108,173,359,233,155,117
ENSG00000141219,,4,24,4,35,67,27,44,19
ENSG00000265010,,0,0,0,0,0,0,1,0
ENSG00000187959,,0,6,0,11,2,0,18,6
ENSG00000179604,,1164,2126,489,1121,2970,1740,1127,1229
ENSG00000069188,,0,8,0,0,0,0,0,0
ENSG00000234721,,8,0,0,0,0,0,0,0
ENSG00000172809,,1993,3537,1415,2527,6189,3805,2325,2167
ENSG00000246731,,26,141,18,64,186,100,68,116
ENSG00000141540,,307,1134,297,482,1815,1014,767,674
ENSG00000264272,,0,0,0,0,26,0,0,4
ENSG00000171595,,0,2,0,4,0,28,12,0
ENSG00000196169,,0,0,0,0,0,0,0,0
ENSG00000170412,,1206,5705,1207,2376,8399,4106,3646,2641
ENSG00000167851,,2,0,0,0,0,0,0,0
ENSG00000167850,,3,0,0,0,26,0,0,0
ENSG00000172794,,34,2,6,17,42,6,6,0
ENSG00000266036,,0,0,0,0,2,0,0,0
ENSG00000109062,,782,1147,428,1073,1755,1720,741,824
ENSG00000109065,,246,490,106,213,907,358,535,349
ENSG00000109066,,243,530,139,321,778,407,311,363
ENSG00000161509,,6,14,0,18,28,12,21,20
ENSG00000161513,,142,92,38,105,252,96,40,83
ENSG00000167861,,10,4,0,32,8,67,8,2
ENSG00000263586,,0,0,0,0,0,0,10,0
ENSG00000109089,,256,688,177,521,898,622,673,412
ENSG00000167862,,141,356,104,248,675,522,206,170
ENSG00000180901,,461,775,313,528,1303,829,507,479
ENSG00000167863,,236,628,218,453,1179,853,186,337
ENSG00000270993,,24,24,0,0,0,17,23,6
ENSG00000232724,,4,18,42,29,120,108,38,18
ENSG00000170190,,993,3088,909,1938,6701,3836,1850,1899
ENSG00000206713,,8,6,0,6,48,22,8,0
ENSG00000125449,,128,372,140,197,1018,619,125,390
ENSG00000125458,,154,353,131,211,522,459,248,244
ENSG00000279035,,18,28,14,0,77,20,25,14
ENSG00000189159,,1400,1790,640,2142,3509,3177,1086,1563
ENSG00000265800,,12,14,0,60,15,48,11,25
ENSG00000263786,,18,24,8,31,45,46,27,17
ENSG00000188612,,522,807,246,658,1049,1000,626,583
ENSG00000125450,,350,977,194,600,1104,861,623,574
ENSG00000125447,,313,915,195,871,1593,838,719,471
ENSG00000125445,,333,490,149,363,1349,807,336,322
ENSG00000125457,,176,422,97,242,594,326,115,214
ENSG00000263843,,8,125,28,38,47,132,37,30
ENSG00000125454,,100,87,2,149,143,80,76,92
ENSG00000177885,,1385,3363,1250,2378,5522,3485,2252,2177
ENSG00000228007,,3,1,0,34,22,2,0,6
ENSG00000265987,,0,8,0,0,0,0,0,0
ENSG00000264853,,40,20,22,24,36,46,0,34
ENSG00000265342,,0,0,0,0,0,0,0,8
ENSG00000177728,,824,2377,634,1100,3716,2525,1642,1297
ENSG00000177303,,448,834,233,555,1261,651,581,489
ENSG00000182173,,511,809,227,596,1411,679,499,655
ENSG00000073350,,1072,2653,652,1519,3437,1721,1403,1344
ENSG00000266714,,781,3612,961,1123,5385,2275,2210,1201
ENSG00000108469,,268,445,182,385,1041,597,321,372
ENSG00000204323,,72,305,47,129,642,235,307,225
ENSG00000259120,,32,38,20,12,100,64,68,96
ENSG00000161526,,257,650,203,423,1191,624,431,358
ENSG00000264829,,8,0,0,22,4,18,4,18
ENSG00000264270,,30,14,0,0,4,10,0,0
ENSG00000132470,,3434,9429,2379,5578,12565,7645,5159,4922
ENSG00000108479,,414,873,223,727,1276,774,443,752
ENSG00000132475,,3318,5428,1584,4107,9128,5152,3571,3484
ENSG00000132478,,202,548,152,377,703,358,573,352
ENSG00000266980,,0,0,6,0,2,0,0,12
ENSG00000092929,,391,775,73,551,1026,460,449,424
ENSG00000132471,,1703,3749,879,2644,5337,3388,2777,2468
ENSG00000132481,,851,2289,560,1463,3255,2187,1634,1429
ENSG00000267801,,68,147,26,162,168,142,169,105
ENSG00000141569,,721,1640,479,984,2373,1447,1204,817
ENSG00000267342,,13,10,0,18,93,31,21,0
ENSG00000204316,,48,55,12,42,186,116,59,21
ENSG00000267426,,10,1,0,0,0,0,0,0
ENSG00000188878,,8,101,8,51,113,95,48,39
ENSG00000161533,,443,1846,502,718,3242,1790,1430,901
ENSG00000257949,,0,0,0,0,4,2,0,26
ENSG00000261408,,8,53,0,16,50,31,112,75
ENSG00000250506,,6,13,0,0,26,15,11,0
ENSG00000167880,,226,240,66,96,285,226,100,129
ENSG00000167881,,518,854,203,561,1481,789,640,393
ENSG00000186919,,12,63,15,28,26,20,20,0
ENSG00000182687,,10,0,0,0,0,0,0,0
ENSG00000182473,,388,1206,257,495,2069,962,860,640
ENSG00000279382,,3,53,10,10,52,20,8,0
ENSG00000129654,,0,4,6,0,0,0,0,0
ENSG00000267128,,0,12,14,31,57,40,2,15
ENSG00000141576,,324,740,139,458,836,513,382,487
ENSG00000267376,,8,0,0,32,0,0,0,0
ENSG00000228218,,0,15,8,0,1,10,4,21
ENSG00000185262,,473,985,182,717,1533,962,696,823
ENSG00000129646,,8,21,12,4,70,10,0,7
ENSG00000161542,,226,615,115,457,997,699,440,417
ENSG00000251779,,0,0,0,0,0,0,0,0
ENSG00000176170,,668,1856,356,741,2466,1548,1036,860
ENSG00000175931,,892,1832,594,1306,2873,1452,1002,1133
ENSG00000242931,,0,0,0,0,6,0,24,0
ENSG00000129673,,0,0,0,0,0,2,1,0
ENSG00000129667,,240,756,113,230,886,699,595,459
ENSG00000161544,,2,82,10,2,47,12,80,8
ENSG00000214140,,0,41,24,14,103,2,66,70
ENSG00000267546,,0,20,0,36,52,4,0,2
ENSG00000267543,,0,21,0,10,2,0,0,0
ENSG00000272386,,0,0,0,0,12,0,10,0
ENSG00000163597,,198,573,88,223,875,425,386,141
ENSG00000199961,,30,103,6,24,95,91,74,66
ENSG00000070731,,24,64,4,38,97,28,54,25
ENSG00000070526,,0,14,0,34,65,8,0,0
ENSG00000182534,,515,1314,311,773,2078,1124,749,615
ENSG00000212418,,3,0,0,0,0,6,0,0
ENSG00000277382,,4,15,0,0,12,20,0,12
ENSG00000070495,,329,595,222,443,809,429,503,482
ENSG00000274051,,0,2,14,0,7,5,0,0
ENSG00000181038,,104,149,78,175,305,108,159,109
ENSG00000161547,,271,281,82,240,466,471,140,210
ENSG00000092931,,176,231,40,112,532,277,104,80
ENSG00000200257,,0,0,0,0,0,0,0,4
ENSG00000267065,,0,0,0,0,0,16,0,0
ENSG00000167889,,12,10,2,12,20,7,2,24
ENSG00000280122,,0,0,0,0,6,6,0,0
ENSG00000234912,,25,164,35,47,139,64,91,61
ENSG00000129657,,997,1855,494,1422,3188,1515,1027,1003
ENSG00000222808,,0,0,0,0,0,0,0,8
ENSG00000262870,,0,16,0,0,22,0,3,0
ENSG00000263718,,0,0,1,0,0,0,0,0
ENSG00000184640,,6012,12874,3279,8024,20553,11914,9966,7842
ENSG00000266998,,62,154,10,71,89,67,45,79
ENSG00000264060,,0,6,0,0,12,0,0,0
ENSG00000200651,,36,10,0,8,9,0,0,2
ENSG00000279801,,57,87,14,77,185,94,92,124
ENSG00000267263,,4,0,0,0,2,0,0,0
ENSG00000267016,,0,41,0,0,16,0,34,2
ENSG00000267506,,0,0,10,0,0,0,0,0
ENSG00000278938,,0,0,0,0,0,0,0,0
ENSG00000204283,,0,0,0,0,0,0,0,0
ENSG00000078687,,66,323,57,147,459,145,160,245
ENSG00000279600,,0,0,0,0,18,0,0,0
ENSG00000267463,,24,0,0,0,0,0,0,0
ENSG00000204282,,0,28,8,62,72,77,24,60
ENSG00000141524,,1123,2987,643,1478,3432,2040,1865,1790
ENSG00000167895,,40,278,28,62,106,82,172,140
ENSG00000187997,,0,1,0,2,22,16,20,12
ENSG00000267679,,0,0,0,0,0,0,0,2
ENSG00000108639,,1519,5195,1162,2454,5817,3485,3890,2562
ENSG00000167900,,953,1126,401,1619,1930,1783,634,1018
ENSG00000183077,,122,236,30,124,301,126,89,132
ENSG00000267624,,0,0,0,0,2,0,0,0
ENSG00000089685,,895,450,251,1193,1258,1365,489,554
ENSG00000204278,,0,0,0,0,2,0,0,0
ENSG00000267676,,0,18,0,0,0,0,4,0
ENSG00000279886,,0,8,0,0,0,0,0,0
ENSG00000204277,,0,0,0,4,0,3,0,0
ENSG00000267737,,0,0,12,4,10,8,28,0
ENSG00000184557,,448,404,91,543,620,597,415,383
ENSG00000266970,,34,4,6,32,0,0,0,18
ENSG00000087157,,351,999,247,413,1085,604,624,369
ENSG00000200063,,0,12,0,0,0,7,0,0
ENSG00000187775,,0,64,0,35,36,16,68,33
ENSG00000243426,,2,2,0,2,11,4,1,0
ENSG00000267123,,0,0,8,4,16,0,4,0
ENSG00000108669,,450,985,284,640,1757,734,859,576
ENSG00000279570,,28,0,0,0,8,10,0,2
ENSG00000252391,,0,0,0,16,0,0,0,0
ENSG00000055483,,646,1478,423,954,1897,1006,883,687
ENSG00000267355,,2,17,0,0,20,0,12,0
ENSG00000035862,,1374,3087,885,1936,4696,2791,1859,1873
ENSG00000178404,,62,103,30,92,74,59,34,92
ENSG00000279339,,50,139,20,116,190,66,124,95
ENSG00000267491,,3,42,0,28,64,31,22,63
ENSG00000108679,,3909,9036,2099,5281,12047,6764,5378,5101
ENSG00000171302,,536,1460,268,1010,2370,1520,795,818
ENSG00000265096,,4,22,8,4,108,40,10,3
ENSG00000173918,,211,611,296,266,1166,482,467,339
ENSG00000167280,,515,1236,312,734,2058,1508,579,836
ENSG00000167281,,12,54,6,20,22,72,16,34
ENSG00000267719,,2,18,14,37,27,21,0,6
ENSG00000182156,,10,24,0,61,57,32,14,28
ENSG00000173894,,679,1109,304,858,1395,1464,626,912
ENSG00000141570,,163,504,76,251,560,324,363,335
ENSG00000262768,,0,0,0,2,4,0,2,0
ENSG00000262772,,0,55,4,0,0,0,16,28
ENSG00000141582,,389,1211,303,548,1416,973,828,611
ENSG00000262585,,48,182,1,120,164,95,80,46
ENSG00000262188,,85,166,48,73,164,43,97,75
ENSG00000167291,,2823,6801,2182,4190,12356,7145,4193,4016
ENSG00000275516,,0,0,0,3,16,0,0,2
ENSG00000262172,,14,16,16,8,76,23,52,48
ENSG00000261978,,2,30,0,0,34,0,16,14
ENSG00000141519,,91,219,56,64,380,82,133,71
ENSG00000171298,,515,1880,458,716,2817,1512,1238,938
ENSG00000141543,,619,1083,328,748,2191,1178,821,565
ENSG00000279259,,51,20,0,8,28,14,28,20
ENSG00000275479,,0,0,0,0,0,0,0,0
ENSG00000141527,,36,150,40,81,114,144,79,92
ENSG00000262580,,96,128,46,48,245,189,84,83
ENSG00000181523,,585,1397,350,666,1791,961,587,775
ENSG00000181045,,201,564,173,403,889,376,415,519
ENSG00000173821,,7412,17015,4173,10027,24640,14748,9444,9889
ENSG00000262979,,8,10,0,16,0,28,18,8
ENSG00000276863,,0,12,0,0,4,0,0,4
ENSG00000280248,,42,60,13,39,46,16,0,17
ENSG00000263069,,56,146,30,162,118,103,49,150
ENSG00000173818,,108,395,42,169,448,338,158,186
ENSG00000264961,,6,3,0,0,6,0,0,0
ENSG00000260369,,0,27,0,0,14,0,0,0
ENSG00000171246,,0,0,0,0,0,1,0,0
ENSG00000141564,,631,1659,364,847,3080,1309,1300,859
ENSG00000232083,,0,0,0,0,0,0,0,0
ENSG00000262833,,20,28,0,6,80,55,26,4
ENSG00000262313,,0,6,0,16,9,14,16,14
ENSG00000262662,,8,10,0,0,0,1,5,6
ENSG00000261924,,2,101,24,64,122,0,63,27
ENSG00000176108,,140,475,104,227,721,557,261,304
ENSG00000280351,,40,91,5,92,185,121,107,37
ENSG00000262873,,0,14,0,0,8,12,4,4
ENSG00000262098,,0,0,0,0,0,6,12,0
ENSG00000226137,,427,792,216,571,952,513,476,469
ENSG00000175866,,525,1367,190,762,1603,1032,632,744
ENSG00000181409,,0,16,7,6,74,14,0,26
ENSG00000207736,,0,0,0,0,0,0,0,0
ENSG00000211563,,0,0,0,0,0,0,0,0
ENSG00000225180,,6,0,0,0,17,0,0,0
ENSG00000141577,,300,735,178,366,881,479,439,421
ENSG00000262115,,0,7,0,0,8,5,10,14
ENSG00000167302,,134,208,36,166,268,144,185,85
ENSG00000260005,,0,49,2,0,52,4,20,4
ENSG00000224877,,373,363,246,523,847,437,363,322
ENSG00000157637,,1391,3325,1037,2171,4750,2998,2093,1853
ENSG00000279187,,31,66,48,106,80,14,59,42
ENSG00000185168,,22,67,6,74,46,40,34,32
ENSG00000185332,,5,1,0,42,10,28,7,0
ENSG00000275542,,0,18,0,30,24,0,26,30
ENSG00000275966,,56,53,39,51,190,44,125,17
ENSG00000263154,,0,0,0,0,0,0,16,0
ENSG00000262223,,0,18,0,8,0,0,0,0
ENSG00000274833,,14,0,0,0,26,0,0,0
ENSG00000262877,,38,112,0,69,160,94,122,76
ENSG00000266074,,928,3405,963,1569,5072,2195,2141,1630
ENSG00000279692,,72,37,4,25,46,6,4,12
ENSG00000266392,,6,0,0,4,12,12,10,0
ENSG00000266189,,0,0,0,0,0,2,20,0
ENSG00000278200,,0,0,0,0,2,0,0,0
ENSG00000184009,,5525,14564,3806,7261,22995,12321,9347,7471
ENSG00000229947,,0,0,0,0,0,6,0,0
ENSG00000229848,,6,7,0,2,20,4,0,0
ENSG00000186765,,24,54,6,0,20,42,10,12
ENSG00000185504,,439,1009,353,587,1777,871,650,623
ENSG00000182446,,1807,4502,1332,2553,6599,4080,2435,2582
ENSG00000207021,,12,10,0,8,42,0,0,20
ENSG00000182612,,14,6,6,18,106,49,64,4
ENSG00000185527,,0,0,2,0,8,0,0,4
ENSG00000204237,,171,518,100,133,517,307,224,256
ENSG00000185298,,399,751,295,504,1553,840,620,460
ENSG00000263853,,0,0,2,0,2,0,0,0
ENSG00000214087,,230,559,176,318,848,544,304,289
ENSG00000185359,,969,2441,491,1101,3447,1966,1624,1277
ENSG00000262049,,15,122,36,32,59,38,28,24
ENSG00000262814,,368,407,176,290,724,434,353,270
ENSG00000183048,,533,953,322,780,1338,847,658,522
ENSG00000215644,,40,137,50,75,209,39,104,65
ENSG00000225663,,279,491,126,238,828,670,339,296
ENSG00000182676,,8,12,11,28,68,13,10,1
ENSG00000185624,,3954,12422,2625,6233,15865,9203,8605,6547
ENSG00000278876,,2,42,10,30,2,9,13,23
ENSG00000141522,,1528,2850,771,1404,3949,2722,1569,1491
ENSG00000263731,,36,84,21,85,168,165,41,19
ENSG00000183684,,790,1176,312,904,1757,1462,793,625
ENSG00000141552,,1307,2696,863,1833,4267,2500,1810,1506
ENSG00000185813,,908,1690,415,914,2551,1812,726,1164
ENSG00000187531,,617,1588,321,950,2393,1523,1008,1077
ENSG00000197063,,859,2768,699,1176,3556,2354,1431,1285
ENSG00000264769,,6,32,0,8,14,29,15,1
ENSG00000265688,,163,248,78,159,514,306,165,224
ENSG00000183010,,0,28,0,0,30,8,0,8
ENSG00000185105,,0,0,0,0,0,25,0,0
ENSG00000235296,,0,0,0,0,0,0,6,0
ENSG00000185269,,2,1,0,7,30,1,14,2
ENSG00000169696,,498,991,392,609,1405,952,781,536
ENSG00000169689,,858,1276,464,873,1915,1570,963,883
ENSG00000169683,,197,422,111,368,708,796,233,243
ENSG00000275682,,0,3,0,2,13,0,0,0
ENSG00000169750,,262,378,119,289,678,337,200,248
ENSG00000169738,,570,1029,289,565,1279,754,542,555
ENSG00000279372,,0,0,0,4,10,0,0,0
ENSG00000264569,,0,0,0,0,1,0,0,0
ENSG00000169733,,219,832,94,356,808,509,318,322
ENSG00000169727,,822,1667,578,1094,2521,1335,934,1054
ENSG00000169718,,1095,3088,792,1751,4419,2328,1809,1926
ENSG00000169710,,15346,21222,5762,23687,29432,21654,10870,16047
ENSG00000176155,,577,1162,234,738,1578,1118,682,1021
ENSG00000265678,,14,8,0,12,40,0,12,17
ENSG00000266654,,0,4,14,0,0,27,6,0
ENSG00000264548,,0,33,6,10,7,86,9,21
ENSG00000141526,,2877,7037,1556,4720,9045,4915,4445,3713
ENSG00000141551,,1451,4164,1204,2652,6412,3562,2800,2283
ENSG00000275888,,29,19,14,83,37,61,18,32
ENSG00000280407,,60,52,19,44,53,93,26,56
ENSG00000265692,,12,11,0,22,1,0,0,1
ENSG00000260563,,14,12,0,27,38,32,64,46
ENSG00000173762,,5,2,0,46,14,0,50,7
ENSG00000141574,,6,13,0,36,31,30,4,2
ENSG00000182459,,2,0,0,0,0,0,0,0
ENSG00000181408,,0,4,0,0,0,0,0,12
ENSG00000260011,,6,6,0,0,14,0,0,0
ENSG00000181396,,333,493,202,471,1463,917,524,489
ENSG00000264812,,0,0,0,0,0,2,16,0
ENSG00000201239,,0,0,0,0,0,0,0,4
ENSG00000169660,,131,438,84,290,613,435,309,210
ENSG00000279066,,0,30,17,2,4,40,0,18
ENSG00000178927,,716,1350,431,1004,2236,1343,831,668
ENSG00000265458,,0,6,0,14,0,0,0,0
ENSG00000141562,,414,597,168,553,1090,616,565,330
